row_num,name,description,logic,sources,dtype,feature_family,leakage_risk
138,adv_reb_6_10_roll20,This team's own trailing 20-game average of rebounds grabbed 6-10 feet from the basket.,"Trailing mean of adv_reb_6_10 over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_6_10,numeric,own_rolling,safe (known pre-game)
139,adv_reb_10_plus_roll20,This team's own trailing 20-game average of rebounds grabbed 10+ feet from the basket.,"Trailing mean of adv_reb_10_plus over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_10_plus,numeric,own_rolling,safe (known pre-game)
140,reb_allowed_roll5,How many total rebounds this team typically gives up: trailing 5-game average of total rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual reb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
141,oreb_allowed_roll5,How many offensive rebounds this team typically gives up: trailing 5-game average of offensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual oreb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
142,dreb_allowed_roll5,How many defensive rebounds this team typically gives up: trailing 5-game average of defensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual dreb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
143,adv_oreb_allowed_roll5,How many offensive rebounds (tracking data) this team typically gives up: trailing 5-game average of offensive rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_oreb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
144,adv_dreb_allowed_roll5,How many defensive rebounds (tracking data) this team typically gives up: trailing 5-game average of defensive rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_dreb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
145,adv_reb_allowed_roll5,How many total rebounds (tracking data) this team typically gives up: trailing 5-game average of total rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
146,adv_c_oreb_allowed_roll5,How many contested offensive rebounds this team typically gives up: trailing 5-game average of contested offensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_oreb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
147,adv_c_dreb_allowed_roll5,How many contested defensive rebounds this team typically gives up: trailing 5-game average of contested defensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_dreb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
148,adv_c_reb_allowed_roll5,How many contested total rebounds this team typically gives up: trailing 5-game average of contested total rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_reb, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
149,adv_reb_2pt_miss_allowed_roll5,How many rebounds off a missed 2-point shot this team typically gives up: trailing 5-game average of rebounds off a missed 2-point shot the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_2pt_miss, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_2pt_miss (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
150,adv_reb_3pt_miss_allowed_roll5,How many rebounds off a missed 3-point shot this team typically gives up: trailing 5-game average of rebounds off a missed 3-point shot the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_3pt_miss, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_3pt_miss (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
151,adv_reb_0_3_allowed_roll5,How many rebounds grabbed 0-3 feet from the basket this team typically gives up: trailing 5-game average of rebounds grabbed 0-3 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_0_3, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_0_3 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
152,adv_reb_3_6_allowed_roll5,How many rebounds grabbed 3-6 feet from the basket this team typically gives up: trailing 5-game average of rebounds grabbed 3-6 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_3_6, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_3_6 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
153,adv_reb_6_10_allowed_roll5,How many rebounds grabbed 6-10 feet from the basket this team typically gives up: trailing 5-game average of rebounds grabbed 6-10 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_6_10, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_6_10 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
154,adv_reb_10_plus_allowed_roll5,How many rebounds grabbed 10+ feet from the basket this team typically gives up: trailing 5-game average of rebounds grabbed 10+ feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_10_plus, then trailing mean over this team's prior 5 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_10_plus (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
155,reb_allowed_roll10,How many total rebounds this team typically gives up: trailing 10-game average of total rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual reb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
156,oreb_allowed_roll10,How many offensive rebounds this team typically gives up: trailing 10-game average of offensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual oreb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
157,dreb_allowed_roll10,How many defensive rebounds this team typically gives up: trailing 10-game average of defensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual dreb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
158,adv_oreb_allowed_roll10,How many offensive rebounds (tracking data) this team typically gives up: trailing 10-game average of offensive rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_oreb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
159,adv_dreb_allowed_roll10,How many defensive rebounds (tracking data) this team typically gives up: trailing 10-game average of defensive rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_dreb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
160,adv_reb_allowed_roll10,How many total rebounds (tracking data) this team typically gives up: trailing 10-game average of total rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
161,adv_c_oreb_allowed_roll10,How many contested offensive rebounds this team typically gives up: trailing 10-game average of contested offensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_oreb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
162,adv_c_dreb_allowed_roll10,How many contested defensive rebounds this team typically gives up: trailing 10-game average of contested defensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_dreb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
163,adv_c_reb_allowed_roll10,How many contested total rebounds this team typically gives up: trailing 10-game average of contested total rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_reb, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
164,adv_reb_2pt_miss_allowed_roll10,How many rebounds off a missed 2-point shot this team typically gives up: trailing 10-game average of rebounds off a missed 2-point shot the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_2pt_miss, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_2pt_miss (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
165,adv_reb_3pt_miss_allowed_roll10,How many rebounds off a missed 3-point shot this team typically gives up: trailing 10-game average of rebounds off a missed 3-point shot the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_3pt_miss, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_3pt_miss (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
166,adv_reb_0_3_allowed_roll10,How many rebounds grabbed 0-3 feet from the basket this team typically gives up: trailing 10-game average of rebounds grabbed 0-3 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_0_3, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_0_3 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
167,adv_reb_3_6_allowed_roll10,How many rebounds grabbed 3-6 feet from the basket this team typically gives up: trailing 10-game average of rebounds grabbed 3-6 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_3_6, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_3_6 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
168,adv_reb_6_10_allowed_roll10,How many rebounds grabbed 6-10 feet from the basket this team typically gives up: trailing 10-game average of rebounds grabbed 6-10 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_6_10, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_6_10 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
169,adv_reb_10_plus_allowed_roll10,How many rebounds grabbed 10+ feet from the basket this team typically gives up: trailing 10-game average of rebounds grabbed 10+ feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_10_plus, then trailing mean over this team's prior 10 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_10_plus (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
170,reb_allowed_roll20,How many total rebounds this team typically gives up: trailing 20-game average of total rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual reb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
171,oreb_allowed_roll20,How many offensive rebounds this team typically gives up: trailing 20-game average of offensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual oreb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
172,dreb_allowed_roll20,How many defensive rebounds this team typically gives up: trailing 20-game average of defensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual dreb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
173,adv_oreb_allowed_roll20,How many offensive rebounds (tracking data) this team typically gives up: trailing 20-game average of offensive rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_oreb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
174,adv_dreb_allowed_roll20,How many defensive rebounds (tracking data) this team typically gives up: trailing 20-game average of defensive rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_dreb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
175,adv_reb_allowed_roll20,How many total rebounds (tracking data) this team typically gives up: trailing 20-game average of total rebounds (tracking data) the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
176,adv_c_oreb_allowed_roll20,How many contested offensive rebounds this team typically gives up: trailing 20-game average of contested offensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_oreb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_oreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
177,adv_c_dreb_allowed_roll20,How many contested defensive rebounds this team typically gives up: trailing 20-game average of contested defensive rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_dreb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_dreb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
178,adv_c_reb_allowed_roll20,How many contested total rebounds this team typically gives up: trailing 20-game average of contested total rebounds the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_c_reb, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_c_reb (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
179,adv_reb_2pt_miss_allowed_roll20,How many rebounds off a missed 2-point shot this team typically gives up: trailing 20-game average of rebounds off a missed 2-point shot the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_2pt_miss, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_2pt_miss (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
180,adv_reb_3pt_miss_allowed_roll20,How many rebounds off a missed 3-point shot this team typically gives up: trailing 20-game average of rebounds off a missed 3-point shot the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_3pt_miss, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_3pt_miss (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
181,adv_reb_0_3_allowed_roll20,How many rebounds grabbed 0-3 feet from the basket this team typically gives up: trailing 20-game average of rebounds grabbed 0-3 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_0_3, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_0_3 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
182,adv_reb_3_6_allowed_roll20,How many rebounds grabbed 3-6 feet from the basket this team typically gives up: trailing 20-game average of rebounds grabbed 3-6 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_3_6, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_3_6 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
183,adv_reb_6_10_allowed_roll20,How many rebounds grabbed 6-10 feet from the basket this team typically gives up: trailing 20-game average of rebounds grabbed 6-10 feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_6_10, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_6_10 (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
184,adv_reb_10_plus_allowed_roll20,How many rebounds grabbed 10+ feet from the basket this team typically gives up: trailing 20-game average of rebounds grabbed 10+ feet from the basket the OPPONENT actually recorded against this team.,"Self-join to the opponent's same-game actual adv_reb_10_plus, then trailing mean over this team's prior 20 games (current game excluded) via compute_allowed_rolling_features() in R/features_rolling.R.","team_game_logs.adv_reb_10_plus (opponent's actual that game, via game_id_nba self-join)",numeric,allowed,safe (known pre-game)
185,opp_reb_roll5,"The opponent's own trailing 5-game average of total rebounds, regardless of who they played.","Mirrored from the opponent's own reb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",reb_roll5,numeric,opponent_rolling,safe (known pre-game)
186,opp_oreb_roll5,"The opponent's own trailing 5-game average of offensive rebounds, regardless of who they played.","Mirrored from the opponent's own oreb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",oreb_roll5,numeric,opponent_rolling,safe (known pre-game)
187,opp_dreb_roll5,"The opponent's own trailing 5-game average of defensive rebounds, regardless of who they played.","Mirrored from the opponent's own dreb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",dreb_roll5,numeric,opponent_rolling,safe (known pre-game)
188,opp_reb_roll10,"The opponent's own trailing 10-game average of total rebounds, regardless of who they played.","Mirrored from the opponent's own reb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",reb_roll10,numeric,opponent_rolling,safe (known pre-game)
189,opp_oreb_roll10,"The opponent's own trailing 10-game average of offensive rebounds, regardless of who they played.","Mirrored from the opponent's own oreb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",oreb_roll10,numeric,opponent_rolling,safe (known pre-game)
190,opp_dreb_roll10,"The opponent's own trailing 10-game average of defensive rebounds, regardless of who they played.","Mirrored from the opponent's own dreb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",dreb_roll10,numeric,opponent_rolling,safe (known pre-game)
191,opp_reb_roll20,"The opponent's own trailing 20-game average of total rebounds, regardless of who they played.","Mirrored from the opponent's own reb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",reb_roll20,numeric,opponent_rolling,safe (known pre-game)
192,opp_oreb_roll20,"The opponent's own trailing 20-game average of offensive rebounds, regardless of who they played.","Mirrored from the opponent's own oreb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",oreb_roll20,numeric,opponent_rolling,safe (known pre-game)
193,opp_dreb_roll20,"The opponent's own trailing 20-game average of defensive rebounds, regardless of who they played.","Mirrored from the opponent's own dreb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",dreb_roll20,numeric,opponent_rolling,safe (known pre-game)
194,opp_adv_oreb_roll5,"The opponent's own trailing 5-game average of offensive rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_oreb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_oreb_roll5,numeric,opponent_rolling,safe (known pre-game)
195,opp_adv_dreb_roll5,"The opponent's own trailing 5-game average of defensive rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_dreb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_dreb_roll5,numeric,opponent_rolling,safe (known pre-game)
196,opp_adv_reb_roll5,"The opponent's own trailing 5-game average of total rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_reb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_roll5,numeric,opponent_rolling,safe (known pre-game)
197,opp_adv_c_oreb_roll5,"The opponent's own trailing 5-game average of contested offensive rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_oreb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_oreb_roll5,numeric,opponent_rolling,safe (known pre-game)
198,opp_adv_c_dreb_roll5,"The opponent's own trailing 5-game average of contested defensive rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_dreb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_dreb_roll5,numeric,opponent_rolling,safe (known pre-game)
199,opp_adv_c_reb_roll5,"The opponent's own trailing 5-game average of contested total rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_reb_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_reb_roll5,numeric,opponent_rolling,safe (known pre-game)
200,opp_adv_reb_2pt_miss_roll5,"The opponent's own trailing 5-game average of rebounds off a missed 2-point shot, regardless of who they played.","Mirrored from the opponent's own adv_reb_2pt_miss_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_2pt_miss_roll5,numeric,opponent_rolling,safe (known pre-game)
201,opp_adv_reb_3pt_miss_roll5,"The opponent's own trailing 5-game average of rebounds off a missed 3-point shot, regardless of who they played.","Mirrored from the opponent's own adv_reb_3pt_miss_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_3pt_miss_roll5,numeric,opponent_rolling,safe (known pre-game)
202,opp_adv_reb_0_3_roll5,"The opponent's own trailing 5-game average of rebounds grabbed 0-3 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_0_3_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_0_3_roll5,numeric,opponent_rolling,safe (known pre-game)
203,opp_adv_reb_3_6_roll5,"The opponent's own trailing 5-game average of rebounds grabbed 3-6 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_3_6_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_3_6_roll5,numeric,opponent_rolling,safe (known pre-game)
204,opp_adv_reb_6_10_roll5,"The opponent's own trailing 5-game average of rebounds grabbed 6-10 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_6_10_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_6_10_roll5,numeric,opponent_rolling,safe (known pre-game)
205,opp_adv_reb_10_plus_roll5,"The opponent's own trailing 5-game average of rebounds grabbed 10+ feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_10_plus_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_10_plus_roll5,numeric,opponent_rolling,safe (known pre-game)
206,opp_adv_oreb_roll10,"The opponent's own trailing 10-game average of offensive rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_oreb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_oreb_roll10,numeric,opponent_rolling,safe (known pre-game)
207,opp_adv_dreb_roll10,"The opponent's own trailing 10-game average of defensive rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_dreb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_dreb_roll10,numeric,opponent_rolling,safe (known pre-game)
208,opp_adv_reb_roll10,"The opponent's own trailing 10-game average of total rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_reb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_roll10,numeric,opponent_rolling,safe (known pre-game)
209,opp_adv_c_oreb_roll10,"The opponent's own trailing 10-game average of contested offensive rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_oreb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_oreb_roll10,numeric,opponent_rolling,safe (known pre-game)
210,opp_adv_c_dreb_roll10,"The opponent's own trailing 10-game average of contested defensive rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_dreb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_dreb_roll10,numeric,opponent_rolling,safe (known pre-game)
211,opp_adv_c_reb_roll10,"The opponent's own trailing 10-game average of contested total rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_reb_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_reb_roll10,numeric,opponent_rolling,safe (known pre-game)
212,opp_adv_reb_2pt_miss_roll10,"The opponent's own trailing 10-game average of rebounds off a missed 2-point shot, regardless of who they played.","Mirrored from the opponent's own adv_reb_2pt_miss_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_2pt_miss_roll10,numeric,opponent_rolling,safe (known pre-game)
213,opp_adv_reb_3pt_miss_roll10,"The opponent's own trailing 10-game average of rebounds off a missed 3-point shot, regardless of who they played.","Mirrored from the opponent's own adv_reb_3pt_miss_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_3pt_miss_roll10,numeric,opponent_rolling,safe (known pre-game)
214,opp_adv_reb_0_3_roll10,"The opponent's own trailing 10-game average of rebounds grabbed 0-3 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_0_3_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_0_3_roll10,numeric,opponent_rolling,safe (known pre-game)
